index,relevants
570,31105.0
571,37436.0
572,780.0
573,20260.0
574,38164.0
575,38914.0
576,48501.0
577,37308.0
578,5601.0
579,53014.0
580,28983.0
581,11539.0
582,47697.0
583,28955.0
584,21439.0
585,1629.0
586,1071.0
587,6159.0
588,16804.0
589,37435.0
590,16600.0
591,39141.0
592,28694.0
593,47440.0
594,11139.0
595,38609.0
596,5713.0
597,11529.0
598,35567.0
599,30607.0
600,48361.0
601,6982.0
602,34949.0
603,11944.0
604,28841.0
605,6857.0
606,51239.0
607,35729.0
608,37638.0
609,52815.0
610,20651.0
611,46496.0
612,13779.0
613,45705.0
614,7133.0
615,29906.0
616,51432.0
617,44265.0
618,48225.0
619,5366.0
620,348.0
621,11235.0
622,31070.0
623,15938.0
624,7036.0
625,39261.0
626,28841.0
627,39988.0
628,57998.0
629,7325.0
630,780.0
631,49751.0
632,32432.0
633,40376.0
634,9263.0
635,54362.0
636,30338.0
637,40458.0
638,2937.0
639,17488.0
640,1991.0
641,38579.0
642,48886.0
643,30365.0
644,12388.0
645,51163.0
646,37885.0
647,52247.0
648,35516.0
649,35981.0
650,46818.0
651,36729.0
652,29268.0
653,10917.0
654,17839.0
655,47834.0
656,39097.0
657,46816.0
658,40664.0
659,348.0
660,33063.0
661,39323.0
662,23935.0
663,39175.0
664,52184.0
665,49218.0
666,8965.0
667,12340.0
668,2648.0
669,42640.0
670,33303.0
671,12685.0
672,45448.0
673,48981.0
674,52696.0
675,33594.0
676,33283.0
677,2611.0
678,54039.0
679,14030.0
680,29596.0
681,48528.0
682,4786.0
683,16601.0
684,35340.0
685,49203.0
686,19681.0
687,2082.0
688,51909.0
689,39408.0
690,11498.0
691,11879.0
692,39700.0
693,42197.0
694,35729.0
695,33912.0
696,48003.0
697,52411.0
698,46841.0
699,30705.0
700,31636.0
701,25148.0
702,10653.0
703,28892.0
704,9977.0
705,47177.0
706,30289.0
707,12653.0
708,30980.0
709,32352.0
710,50015.0
711,19125.0
712,49744.0
713,49431.0
714,30599.0
715,5552.0
716,34174.0
717,38505.0
718,51251.0
719,52632.0
720,41788.0
721,34364.0
722,7284.0
723,3578.0
724,32683.0
725,52571.0
726,49733.0
727,13199.0
728,49662.0
729,38761.0
730,50445.0
731,7036.0
732,1071.0
733,56.0
734,19470.0
735,37280.0
736,41915.0
737,50747.0
738,16095.0
739,13850.0
740,46477.0
741,2130.0
742,36237.0
743,28863.0
744,11599.0
745,47370.0
746,6219.0
747,41214.0
748,354.0
749,37965.0
750,3541.0
751,46424.0
752,48748.0
753,11997.0
754,47531.0
755,39417.0
756,2034.0
757,2235.0
758,48996.0
759,583.0
760,7152.0
761,9208.0
762,3992.0
763,32433.0
764,33216.0
765,36609.0
766,47167.0
767,1209.0
768,37787.0
769,39112.0
770,16926.0
771,31566.0
772,31091.0
773,4334.0
774,11997.0
775,50619.0
776,38867.0
777,54145.0
778,38531.0
779,28841.0
780,41455.0
781,37698.0
782,47340.0
783,47029.0
784,40933.0
785,40190.0
786,35407.0
787,49936.0
788,52734.0
789,50549.0
790,36207.0
791,38932.0
792,39688.0
793,52387.0
794,299.0
795,34954.0
796,39834.0
797,36143.0
798,17147.0
799,11539.0
800,48928.0
801,33390.0
802,11269.0
803,48182.0
804,30245.0
805,11894.0
806,37471.0
807,8506.0
808,52076.0
809,5366.0
810,36858.0
811,4838.0
812,8993.0
813,107.0
814,47080.0
815,42899.0
816,48274.0
817,9235.0
818,51424.0
819,29432.0
820,726.0
821,20471.0
822,47554.0
823,11789.0
824,51699.0
825,35909.0
826,50118.0
827,37352.0
828,37470.0
829,42760.0
830,974.0
831,49924.0
832,6067.0
833,45932.0
834,30847.0
835,8756.0
836,624.0
837,804.0
838,14924.0
839,39185.0
840,50038.0
841,49715.0
842,429.0
843,11997.0
844,49013.0
845,56744.0
846,48824.0
847,51449.0
848,6505.0
849,11158.0
850,29287.0
851,7036.0
852,2645.0
853,30839.0
854,45705.0
855,41694.0
856,36161.0
857,29046.0
858,4231.0
859,60313.0
860,30487.0
861,31516.0
862,33562.0
863,40383.0
864,38828.0
865,31821.0
866,46196.0
867,48116.0
868,52123.0
869,53473.0
870,11492.0
871,37632.0
872,49011.0
873,17147.0
874,4657.0
875,1875.0
876,48037.0
877,40463.0
878,8057.0
879,28841.0
880,24880.0
881,16183.0
882,13970.0
883,36507.0
884,3400.0
885,12353.0
886,45705.0
887,57171.0
888,50644.0
889,32039.0
890,8697.0
891,11525.0
892,52514.0
893,40049.0
894,461.0
895,34882.0
896,37729.0
897,39725.0
898,15967.0
899,4843.0
900,16410.0
901,15619.0
902,1214.0
903,49302.0
904,7152.0
905,40942.0
906,40180.0
907,28841.0
908,32700.0
909,50740.0
910,6087.0
911,49571.0
912,30231.0
913,41367.0
914,42055.0
915,7036.0
916,780.0
917,49173.0
918,4853.0
919,54102.0
920,3434.0
921,14730.0
922,25090.0
923,29268.0
924,29403.0
925,28841.0
926,31772.0
927,55211.0
928,35729.0
929,35632.0
930,34018.0
931,7209.0
932,39161.0
933,50990.0
934,32703.0
935,35407.0
936,52191.0
937,33912.0
938,50774.0
939,41568.0
940,16435.0
941,36885.0
942,28841.0
943,1214.0
944,35492.0
945,31635.0
946,14730.0
947,28971.0
948,5402.0
949,18258.0
950,42024.0
951,44073.0
952,48825.0
953,40585.0
954,47733.0
955,40387.0
956,31105.0
957,5187.0
958,50211.0
959,48746.0
960,31105.0
961,51693.0
962,43956.0
963,38972.0
964,51223.0
965,13383.0
966,28841.0
967,33912.0
968,49606.0
969,36398.0
970,39793.0
971,40796.0
972,28841.0
973,4228.0
974,18177.0
975,40326.0
976,50607.0
977,34024.0
978,2244.0
979,33088.0
980,39150.0
981,11998.0
982,51827.0
983,40841.0
984,13866.0
985,30367.0
986,35276.0
987,30005.0
988,462.0
989,55599.0
990,37671.0
991,33912.0
992,28841.0
993,7036.0
994,46038.0
995,299.0
996,33245.0
997,3842.0
998,33354.0
999,11272.0
1000,48055.0
1001,48045.0
1002,47561.0
1003,11908.0
1004,47324.0
1005,43565.0
1006,50884.0
1007,3974.0
1008,5544.0
1009,632.0
1010,50114.0
1011,33197.0
1012,32047.0
1013,59952.0
1014,10249.0
1015,40744.0
1016,50964.0
1017,50532.0
1018,25719.0
1019,51378.0
1020,10231.0
1021,46341.0
1022,7284.0
1023,4773.0
1024,14172.0
1025,36639.0
1026,5366.0
1027,41533.0
1028,49078.0
1029,12652.0
1030,51264.0
1031,31931.0
1032,9211.0
1033,38295.0
1034,48010.0
1035,36265.0
1036,3736.0
1037,56007.0
1038,9221.0
1039,7766.0
1040,33970.0
1041,41205.0
1042,35591.0
1043,32086.0
1044,47937.0
1045,47123.0
1046,37252.0
1047,48406.0
1048,47194.0
1049,48463.0
1050,50467.0
1051,40318.0
1052,35880.0
1053,47849.0
1054,23805.0
1055,780.0
1056,7036.0
1057,46038.0
1058,36514.0
1059,28907.0
1060,50376.0
1061,29892.0
1062,33912.0
1063,28841.0
1064,22880.0
1065,10653.0
1066,29196.0
1067,32794.0
1068,42388.0
1069,6686.0
1070,32978.0
1071,8079.0
1072,4990.0
1073,58474.0
1074,30681.0
1075,30891.0
1076,35905.0
1077,41889.0
1078,47190.0
1079,49161.0
1080,3842.0
1081,36858.0
1082,11176.0
1083,43547.0
1084,50999.0
1085,49874.0
1086,44255.0
1087,36670.0
1088,39437.0
1089,28841.0
1090,48801.0
1091,35729.0
1092,49678.0
1093,28841.0
1094,13134.0
1095,51271.0
1096,34430.0
1097,40328.0
1098,5379.0
1099,51824.0
1100,6976.0
1101,51691.0
1102,7369.0
1103,28841.0
1104,7683.0
1105,624.0
1106,49703.0
1107,12304.0
1108,37390.0
1109,37738.0
1110,41081.0
1111,38121.0
1112,40145.0
1113,53514.0
1114,34698.0
1115,41652.0
1116,48141.0
1117,17147.0
1118,33248.0
1119,36902.0
1120,41773.0
1121,48949.0
1122,42394.0
1123,7329.0
1124,28841.0
1125,52561.0
1126,37513.0
1127,6147.0
1128,50669.0
1129,14789.0
1130,29642.0
1131,21200.0
1132,46343.0
1133,51041.0
1134,30808.0
1135,50016.0
1136,52273.0
1137,49014.0
1138,51871.0
1139,41384.0
1140,11287.0
1141,6607.0
1142,11985.0
1143,14249.0
1144,508.0
1145,34342.0
1146,28864.0
1147,56826.0
1148,2288.0
1149,3867.0
1150,28987.0
1151,37559.0
1152,28841.0
1153,39948.0
1154,459.0
1155,37130.0
1156,47351.0
1157,38473.0
1158,35056.0
1159,9774.0
1160,11024.0
1161,49793.0
1162,30698.0
1163,40534.0
1164,41586.0
1165,3150.0
1166,49903.0
1167,39103.0
1168,52179.0
1169,47357.0
1170,14947.0
1171,37240.0
1172,54282.0
1173,50433.0
1174,38733.0
1175,38230.0
1176,26656.0
1177,9106.0
1178,39648.0
1179,50055.0
1180,7686.0
1181,34972.0
1182,36091.0
1183,48840.0
1184,57818.0
1185,46817.0
1186,4334.0
1187,31059.0
1188,28841.0
1189,47252.0
1190,30119.0
1191,42023.0
1192,11997.0
1193,11574.0
1194,780.0
1195,3214.0
1196,10254.0
1197,50319.0
1198,32554.0
1199,13419.0
1200,44627.0
1201,11218.0
1202,11801.0
1203,47713.0
1204,35972.0
1205,50884.0
1206,39023.0
1207,33912.0
1208,8247.0
1209,780.0
1210,34875.0
1211,12240.0
1212,41924.0
1213,780.0
1214,50308.0
1215,52536.0
1216,9423.0
1217,29320.0
1218,3455.0
1219,10955.0
1220,35825.0
1221,52759.0
1222,29199.0
1223,45300.0
1224,6641.0
1225,30298.0
1226,39489.0
1227,35635.0
1228,45351.0
1229,45048.0
1230,38469.0
1231,50328.0
1232,40344.0
1233,48779.0
1234,41554.0
1235,39909.0
1236,5604.0
1237,53553.0
1238,40209.0
1239,29370.0
1240,29427.0
1241,50068.0
1242,11287.0
1243,28841.0
1244,30119.0
1245,42954.0
1246,39679.0
1247,5552.0
1248,11273.0
1249,4255.0
1250,30414.0
1251,3353.0
1252,34749.0
1253,12714.0
1254,30459.0
1255,58157.0
1256,37150.0
1257,30386.0
1258,47625.0
1259,35729.0
1260,47220.0
1261,39266.0
1262,42355.0
1263,40486.0
1264,33090.0
1265,47426.0
1266,17960.0
1267,18014.0
1268,31722.0
1269,33912.0
1270,28841.0
1271,41563.0
1272,50306.0
1273,34209.0
1274,49905.0
1275,30738.0
1276,8900.0
1277,2346.0
1278,28853.0
1279,20843.0
1280,48704.0
1281,8756.0
1282,39225.0
1283,37008.0
1284,3736.0
1285,48315.0
1286,31714.0
1287,49521.0
1288,35411.0
1289,29552.0
1290,16012.0
1291,50176.0
1292,30565.0
1293,38046.0
1294,51043.0
1295,49076.0
1296,16228.0
1297,48778.0
1298,55268.0
1299,49846.0
1300,38564.0
1301,28995.0
1302,17827.0
1303,51616.0
1304,35134.0
1305,42693.0
1306,39343.0
1307,49613.0
1308,47883.0
1309,49464.0
1310,47163.0
1311,38013.0
1312,50596.0
1313,156.0
1314,9449.0
1315,29432.0
1316,40657.0
1317,49153.0
1318,33775.0
1319,39162.0
1320,52742.0
1321,30904.0
1322,48489.0
1323,10953.0
1324,6005.0
1325,39285.0
1326,30427.0
1327,48583.0
1328,46221.0
1329,42993.0
1330,17875.0
1331,49027.0
1332,32928.0
1333,48529.0
1334,50050.0
1335,49055.0
1336,48647.0
1337,46038.0
1338,36217.0
1339,28909.0
1340,52991.0
1341,558.0
1342,18694.0
1343,8800.0
1344,14712.0
1345,39975.0
1346,47784.0
1347,30316.0
1348,783.0
1349,28841.0
1350,28955.0
1351,20817.0
1352,15533.0
1353,35684.0
1354,2611.0
1355,57251.0
1356,6766.0
1357,31295.0
1358,52351.0
1359,38722.0
1360,49820.0
1361,51659.0
1362,1635.0
1363,9225.0
1364,11879.0
1365,42072.0
1366,780.0
1367,34686.0
1368,11230.0
1369,38770.0
1370,4821.0
1371,30978.0
1372,33912.0
1373,29047.0
1374,33390.0
1375,34972.0
1376,10891.0
1377,49342.0
1378,8246.0
1379,49350.0
1380,52412.0
1381,50645.0
1382,12132.0
1383,44742.0
1384,17234.0
1385,38243.0
1386,33688.0
1387,35.0
1388,50959.0
1389,11302.0
1390,11218.0
1391,883.0
1392,51278.0
1393,2611.0
1394,7129.0
1395,24843.0
1396,38539.0
1397,38448.0
1398,40728.0
1399,53662.0
1400,36574.0
1401,39197.0
1402,35536.0
1403,36858.0
1404,29922.0
1405,12225.0
1406,36858.0
1407,49221.0
1408,15923.0
1409,32679.0
1410,40795.0
1411,36882.0
1412,2785.0
1413,53673.0
1414,9634.0
1415,36858.0
1416,34018.0
1417,48595.0
1418,51627.0
1419,17147.0
1420,35528.0
1421,2955.0
1422,51045.0
1423,52568.0
1424,35937.0
1425,5248.0
1426,30555.0
1427,42658.0
1428,31967.0
1429,41900.0
1430,3716.0
1431,32781.0
1432,30827.0
1433,5784.0
1434,48625.0
1435,37233.0
1436,34668.0
1437,33912.0
1438,14730.0
1439,11268.0
1440,38807.0
1441,49459.0
1442,13708.0
1443,7329.0
1444,36579.0
1445,10226.0
1446,6811.0
1447,44645.0
1448,8012.0
1449,33641.0
1450,780.0
1451,42637.0
1452,39098.0
1453,36723.0
1454,50006.0
1455,46994.0
1456,7036.0
1457,3110.0
1458,53622.0
1459,35928.0
1460,47864.0
1461,47677.0
1462,2361.0
1463,32769.0
1464,9156.0
1465,299.0
1466,47917.0
1467,29432.0
1468,14157.0
1469,10653.0
1470,41157.0
1471,50106.0
1472,22118.0
1473,48445.0
1474,31372.0
1475,50030.0
1476,5402.0
1477,28841.0
1478,32742.0
1479,37755.0
1480,33942.0
1481,23986.0
1482,39879.0
1483,28841.0
1484,51139.0
1485,45743.0
1486,35407.0
1487,50318.0
1488,7036.0
1489,38058.0
1490,31627.0
1491,36703.0
1492,31326.0
1493,7399.0
1494,33594.0
1495,37213.0
1496,40818.0
1497,9449.0
1498,35542.0
1499,16696.0
1500,47094.0
1501,30503.0
1502,52053.0
1503,51725.0
1504,29777.0
1505,2785.0
1506,36352.0
1507,13030.0
1508,41186.0
1509,3208.0
1510,33912.0
1511,33367.0
1512,1470.0
1513,34954.0
1514,47875.0
1515,16228.0
1516,35905.0
1517,780.0
1518,49679.0
1519,47953.0
1520,18345.0
1521,31947.0
1522,34901.0
1523,48053.0
1524,43433.0
1525,28882.0
1526,38101.0
1527,48897.0
1528,35407.0
1529,32595.0
1530,40813.0
1531,49521.0
1532,13232.0
1533,1486.0
1534,50045.0
1535,53224.0
1536,6843.0
1537,39531.0
1538,37074.0
1539,40736.0
1540,5366.0
1541,37139.0
1542,41305.0
1543,47783.0
1544,37711.0
1545,46597.0
1546,40400.0
1547,38736.0
1548,16622.0
1549,45723.0
1550,533.0
1551,46698.0
1552,2769.0
1553,33509.0
1554,41792.0
1555,31806.0
1556,39587.0
1557,33032.0
1558,38013.0
1559,48840.0
1560,45368.0
1561,613.0
1562,39308.0
1563,3150.0
1564,48710.0
1565,31912.0
1566,33912.0
1567,48713.0
1568,40854.0
1569,31542.0
1570,33912.0
1571,49084.0
1572,39023.0
1573,47515.0
1574,7036.0
1575,48131.0
1576,30326.0
1577,8179.0
1578,41235.0
1579,977.0
1580,47696.0
1581,42726.0
1582,51898.0
1583,39579.0
1584,28841.0
1585,48930.0
1586,35495.0
1587,49042.0
1588,51999.0
1589,53296.0
1590,30487.0
1591,52256.0
1592,17147.0
1593,48480.0
1594,33732.0
1595,5553.0
1596,4030.0
1597,7255.0
1598,28841.0
1599,41849.0
1600,19301.0
1601,47184.0
1602,5004.0
1603,55298.0
1604,37730.0
1605,47866.0
1606,2165.0
1607,17147.0
1608,3115.0
1609,5060.0
1610,35467.0
1611,39411.0
1612,38311.0
1613,3150.0
1614,15330.0
1615,16332.0
1616,50378.0
1617,780.0
1618,47133.0
1619,4374.0
1620,10900.0
1621,33540.0
1622,50396.0
1623,29.0
1624,9507.0
1625,38718.0
1626,34608.0
1627,29325.0
1628,49022.0
1629,37859.0
1630,41691.0
1631,5791.0
1632,60598.0
1633,509.0
1634,35095.0
1635,546.0
1636,31635.0
1637,28841.0
1638,8145.0
1639,3997.0
1640,54017.0
1641,5036.0
1642,12296.0
1643,43600.0
1644,51108.0
1645,14049.0
1646,34953.0
1647,7036.0
1648,11038.0
1649,37985.0
1650,33817.0
1651,51509.0
1652,49353.0
1653,47401.0
1654,14219.0
1655,32091.0
1656,28889.0
1657,21986.0
1658,49320.0
1659,30773.0
1660,32930.0
1661,48869.0
1662,38157.0
1663,49029.0
1664,6567.0
1665,39593.0
1666,42115.0
1667,6305.0
1668,47252.0
1669,38319.0
1670,2646.0
1671,29393.0
1672,48578.0
1673,1774.0
1674,33106.0
1675,28841.0
1676,13690.0
1677,41891.0
1678,31550.0
1679,48158.0
1680,50337.0
1681,44191.0
1682,2899.0
1683,11830.0
1684,29504.0
1685,11346.0
1686,37936.0
1687,39863.0
1688,33159.0
1689,3916.0
1690,31688.0
1691,38918.0
1692,12183.0
1693,11229.0
1694,51805.0
1695,29502.0
1696,36789.0
1697,4823.0
1698,28841.0
1699,4859.0
1700,54394.0
1701,2611.0
1702,32605.0
1703,48828.0
1704,33912.0
1705,35570.0
1706,35867.0
1707,49844.0
1708,43045.0
1709,12619.0
1710,42275.0
1711,46994.0
1712,16967.0
1713,2955.0
1714,40561.0
1715,274.0
1716,49629.0
1717,12499.0
1718,48734.0
1719,55042.0
1720,31636.0
1721,50329.0
1722,39210.0
1723,34556.0
1724,57707.0
1725,30915.0
1726,54928.0
1727,33912.0
1728,39168.0
1729,32071.0
1730,39276.0
1731,2611.0
1732,36375.0
1733,6697.0
1734,780.0
1735,237.0
1736,38710.0
1737,4855.0
1738,6109.0
1739,38415.0
1740,41705.0
1741,50331.0
1742,38523.0
1743,47555.0
1744,45235.0
1745,18347.0
1746,4198.0
1747,9441.0
1748,49999.0
1749,7754.0
1750,1614.0
1751,52906.0
1752,14539.0
1753,35998.0
1754,46401.0
1755,11997.0
1756,29884.0
1757,45321.0
1758,47985.0
1759,28862.0
1760,54477.0
1761,28841.0
1762,30105.0
1763,49118.0
1764,5488.0
1765,40095.0
1766,37510.0
1767,47469.0
1768,31884.0
1769,36604.0
1770,33912.0
1771,31598.0
1772,2769.0
1773,38503.0
1774,50194.0
1775,48153.0
1776,49680.0
1777,42376.0
1778,48188.0
1779,39915.0
1780,32919.0
1781,42133.0
1782,28841.0
1783,3271.0
1784,1613.0
1785,39348.0
1786,70.0
1787,13916.0
1788,40308.0
1789,7625.0
1790,5788.0
1791,35883.0
1792,57098.0
1793,18591.0
1794,36858.0
1795,53010.0
1796,34018.0
1797,49832.0
1798,49314.0
1799,38621.0
1800,47988.0
1801,38176.0
1802,69.0
1803,38961.0
1804,11348.0
1805,38247.0
1806,38006.0
1807,29014.0
1808,11546.0
1809,33011.0
1810,4657.0
1811,16051.0
1812,48650.0
1813,38295.0
1814,47566.0
1815,2827.0
1816,13325.0
1817,34749.0
1818,36391.0
1819,40454.0
1820,36858.0
1821,14720.0
1822,1364.0
1823,39303.0
1824,50081.0
1825,28841.0
1826,14434.0
1827,11550.0
1828,36954.0
1829,48497.0
1830,30953.0
1831,37796.0
1832,37459.0
1833,31105.0
1834,40940.0
1835,35387.0
1836,29529.0
1837,46434.0
1838,6641.0
1839,10575.0
1840,40817.0
1841,1790.0
1842,34454.0
1843,36888.0
1844,33912.0
1845,7036.0
1846,33929.0
1847,31624.0
1848,5213.0
1849,35883.0
1850,4231.0
1851,46303.0
1852,56102.0
1853,20530.0
1854,36452.0
1855,31849.0
1856,6327.0
1857,39551.0
1858,7036.0
1859,45696.0
1860,12245.0
1861,28841.0
1862,55507.0
1863,29004.0
1864,30498.0
1865,6862.0
1866,40757.0
1867,2611.0
1868,48011.0
1869,34618.0
1870,48436.0
1871,369.0
1872,46653.0
1873,42026.0
1874,12724.0
1875,52973.0
1876,34315.0
1877,4011.0
1878,15511.0
1879,31117.0
1880,47601.0
1881,34777.0
